Date,Open,High,Low,Close,Adj Close,Volume
2007-01-03,9.142500,9.230000,8.910000,9.017500,9.017500,4277200
2007-01-04,9.002500,9.470000,8.887500,9.470000,9.470000,6430400
2007-01-05,9.375000,9.992500,9.275000,9.880000,9.880000,11618800
2007-01-08,9.900000,9.997500,9.777500,9.982500,9.982500,4814400
2007-01-09,9.997500,10.107500,9.857500,9.990000,9.990000,4996000
2007-01-10,9.950000,10.062500,9.895000,10.057500,10.057500,3575600
2007-01-11,10.045000,10.662500,10.000000,10.435000,10.435000,10939200
2007-01-12,10.525000,10.760000,10.425000,10.605000,10.605000,6449200
2007-01-16,10.672500,11.080000,10.575000,10.825000,10.825000,9854800
2007-01-17,10.762500,10.862500,10.612500,10.662500,10.662500,5239200
2007-01-18,10.637500,10.640000,10.205000,10.362500,10.362500,6803200
2007-01-19,10.362500,10.410000,10.217500,10.402500,10.402500,5058800
2007-01-22,10.425000,10.470000,10.207500,10.300000,10.300000,6394800
2007-01-23,10.292500,10.350000,10.250000,10.320000,10.320000,6068800
2007-01-24,10.345000,10.695000,10.345000,10.605000,10.605000,9301600
2007-01-25,10.607500,10.607500,10.380000,10.470000,10.470000,6468400
2007-01-26,10.512500,10.685000,10.495000,10.557500,10.557500,4736400
2007-01-29,10.557500,10.787500,10.470000,10.622500,10.622500,5254000
2007-01-30,10.712500,10.872500,10.700000,10.737500,10.737500,5333600
2007-01-31,10.755000,11.012500,10.612500,10.957500,10.957500,5612000
2007-02-01,11.050000,11.395000,11.050000,11.352500,11.352500,10430400
2007-02-02,11.400000,11.740000,11.352500,11.687500,11.687500,8889600
2007-02-05,11.687500,11.835000,11.505000,11.782500,11.782500,5616800
2007-02-06,11.795000,11.907500,11.660000,11.775000,11.775000,10726400
2007-02-07,11.800000,12.037500,11.765000,11.922500,11.922500,10997600
2007-02-08,11.922500,11.997500,11.687500,11.925000,11.925000,7385600
2007-02-09,11.862500,11.992500,11.700000,11.752500,11.752500,6388800
2007-02-12,11.697500,11.907500,11.635000,11.847500,11.847500,5591200
2007-02-13,11.875000,12.232500,11.875000,12.122500,12.122500,7625200
2007-02-14,12.225000,12.532500,12.195000,12.470000,12.470000,10212000
2007-02-15,12.500000,12.510000,12.330000,12.402500,12.402500,8974000
2007-02-16,12.402500,12.485000,12.350000,12.407500,12.407500,6041600
2007-02-20,12.500000,12.607500,12.350000,12.357500,12.357500,10063600
2007-02-21,12.372500,12.375000,11.955000,12.000000,12.000000,13291600
2007-02-22,11.425000,12.125000,11.315000,11.785000,11.785000,20852400
2007-02-23,11.787500,11.882500,11.722500,11.860000,11.860000,5260400
2007-02-26,11.750000,11.872500,11.650000,11.725000,11.725000,9469600
2007-02-27,11.465000,11.597500,11.030000,11.250000,11.250000,7687200
2007-02-28,11.252500,11.252500,10.762500,10.810000,10.810000,13272400
2007-03-01,10.512500,11.132500,10.512500,11.090000,11.090000,13634000
2007-03-02,10.987500,11.150000,10.602500,10.660000,10.660000,7662400
2007-03-05,10.450000,10.722500,10.320000,10.392500,10.392500,6251200
2007-03-06,10.572500,10.840000,10.557500,10.787500,10.787500,5989200
2007-03-07,10.787500,10.852500,10.640000,10.682500,10.682500,5326800
2007-03-08,10.800000,11.070000,10.762500,10.920000,10.920000,6296800
2007-03-09,10.902500,10.970000,10.705000,10.742500,10.742500,7335200
2007-03-12,10.722500,10.905000,10.657500,10.830000,10.830000,3331600
2007-03-13,10.830000,10.830000,10.532500,10.540000,10.540000,5493600
2007-03-14,10.577500,10.617500,10.192500,10.497500,10.497500,6722400
2007-03-15,10.497500,10.567500,10.320000,10.435000,10.435000,4462000
2007-03-16,10.405000,10.472500,10.340000,10.407500,10.407500,2597200
2007-03-19,10.537500,10.690000,10.455000,10.670000,10.670000,3654000
2007-03-20,10.670000,10.820000,10.610000,10.780000,10.780000,3310000
2007-03-21,10.775000,11.012500,10.730000,10.867500,10.867500,3855600
2007-03-22,10.862500,10.937500,10.755000,10.862500,10.862500,3419200
2007-03-23,10.830000,10.910000,10.797500,10.825000,10.825000,2744800
2007-03-26,10.755000,10.812500,10.635000,10.755000,10.755000,3413600
2007-03-27,10.750000,10.825000,10.687500,10.697500,10.697500,3686800
2007-03-28,10.675000,10.865000,10.560000,10.737500,10.737500,3338400
2007-03-29,10.765000,10.837500,10.650000,10.765000,10.765000,3395600
2007-03-30,10.722500,10.865000,10.637500,10.705000,10.705000,3610800
2007-04-02,10.747500,11.000000,10.625000,10.872500,10.872500,4144800
2007-04-03,10.977500,11.270000,10.957500,11.217500,11.217500,5853200
2007-04-04,11.252500,11.352500,11.250000,11.307500,11.307500,3476000
2007-04-05,11.345000,11.345000,11.202500,11.247500,11.247500,2185200
2007-04-09,11.372500,11.520000,11.337500,11.467500,11.467500,3719200
2007-04-10,11.472500,11.477500,11.362500,11.425000,11.425000,3244800
2007-04-11,11.237500,11.237500,10.750000,10.960000,10.960000,13078000
2007-04-12,10.952500,11.082500,10.537500,10.680000,10.680000,15264000
2007-04-13,10.675000,10.727500,10.457500,10.645000,10.645000,7035200
2007-04-16,10.667500,10.825000,10.650000,10.810000,10.810000,6083200
2007-04-17,10.877500,10.937500,10.652500,10.732500,10.732500,7706400
2007-04-18,10.732500,10.732500,10.557500,10.580000,10.580000,7638800
2007-04-19,10.557500,10.560000,10.320000,10.350000,10.350000,7721200
2007-04-20,10.350000,10.495000,10.305000,10.437500,10.437500,6369200
2007-04-23,10.382500,10.425000,10.200000,10.322500,10.322500,6510800
2007-04-24,10.365000,10.365000,10.192500,10.267500,10.267500,4630000
2007-04-25,10.317500,10.672500,10.300000,10.645000,10.645000,7439200
2007-04-26,10.675000,10.740000,10.550000,10.652500,10.652500,5593600
2007-04-27,10.635000,10.805000,10.480000,10.525000,10.525000,8167200
2007-04-30,10.510000,10.612500,10.442500,10.500000,10.500000,4006800
2007-05-01,10.450000,10.452500,10.152500,10.280000,10.280000,7380400
2007-05-02,10.245000,10.402500,10.150000,10.322500,10.322500,5800400
2007-05-03,10.370000,10.790000,10.347500,10.695000,10.695000,5596800
2007-05-04,10.757500,10.982500,10.695000,10.762500,10.762500,5823200
2007-05-07,10.802500,10.830000,10.525000,10.607500,10.607500,3881600
2007-05-08,10.600000,10.875000,10.515000,10.840000,10.840000,3608800
2007-05-09,10.777500,10.907500,10.702500,10.862500,10.862500,2157200
2007-05-10,10.800000,10.827500,10.620000,10.647500,10.647500,2163200
2007-05-11,10.662500,10.725000,10.587500,10.605000,10.605000,4174800
2007-05-14,10.607500,11.075000,10.565000,10.787500,10.787500,7812800
2007-05-15,10.815000,11.102500,10.762500,11.017500,11.017500,8039600
2007-05-16,11.100000,11.562500,11.035000,11.312500,11.312500,13915600
2007-05-17,11.187500,11.187500,10.587500,10.745000,10.745000,19213600
2007-05-18,10.782500,11.625000,10.692500,11.450000,11.450000,22051200
2007-05-21,11.987500,12.490000,11.770000,11.940000,11.940000,23118000
2007-05-22,12.050000,12.105000,11.737500,11.782500,11.782500,6139200
2007-05-23,11.737500,11.817500,11.500000,11.560000,11.560000,4421200
2007-05-24,11.325000,11.437500,11.037500,11.215000,11.215000,10685600
2007-05-25,11.212500,11.560000,11.212500,11.522500,11.522500,7043200
2007-05-29,11.715000,11.715000,11.350000,11.475000,11.475000,5482400
2007-05-30,11.475000,12.407500,11.372500,12.180000,12.180000,15481600
2007-05-31,12.350000,12.350000,11.792500,11.812500,11.812500,8651200
2007-06-01,11.812500,12.015000,11.775000,11.970000,11.970000,5761600
2007-06-04,12.062500,12.062500,11.630000,11.765000,11.765000,6898000
2007-06-05,11.637500,11.937500,11.175000,11.865000,11.865000,14661200
2007-06-06,11.850000,11.865000,11.462500,11.615000,11.615000,5817600
2007-06-07,11.682500,11.682500,11.172500,11.252500,11.252500,5972000
2007-06-08,11.350000,11.582500,11.247500,11.562500,11.562500,5600800
2007-06-11,11.512500,11.702500,11.425000,11.657500,11.657500,4005200
2007-06-12,11.525000,11.600000,11.297500,11.337500,11.337500,3046400
2007-06-13,11.377500,11.487500,11.230000,11.367500,11.367500,2712400
2007-06-14,11.317500,11.425000,11.262500,11.367500,11.367500,3886400
